,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec_x,Unnamed: 8_level_1,Opp,Opp_2,Tm_x,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,_x,key,Player,Tm_y,Cmp,Att,Att_2,Yds,Yds_2,Yds_3,TD,TD_2,TD_3,Int,Sk,Yds.1,Lng,Lng_2,Lng_3,Rate,Tgt,Rec_y,Fmb,FL,_y,Pos
4,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
19,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
19,4,Sun,October 8,,boxscore,W,,,@,Minnesota Vikings,24.0,,18.0,16.0,412.0,337.0,247.0,236.0,165.0,101.0,3.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,5,Sun,October 15,,boxscore,L,,,@,Cleveland Browns,20.0,,18.0,8.0,349.0,223.0,217.0,114.0,132.0,109.0,5.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,6,Sun,October 22,,boxscore,W,,,,Philadelphia Eagles,14.0,,22.0,17.0,416.0,319.0,267.0,248.0,149.0,71.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,7,Mon,October 30,,boxscore,L,,,,Green Bay Packers,31.0,,19.0,16.0,405.0,246.0,289.0,117.0,116.0,129.0,2.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,8,Sun,November 5,,boxscore,W,,,@,Washington Redskins,21.0,,22.0,9.0,414.0,219.0,236.0,117.0,178.0,102.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,9,Sun,November 12,,boxscore,T,,,,Pittsburgh Steelers,14.0,,19.0,21.0,258.0,274.0,145.0,192.0,113.0,82.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,10,Sun,November 19,,boxscore,L,,,@,Chicago Bears,30.0,,15.0,13.0,230.0,461.0,154.0,320.0,76.0,141.0,9.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,10,Sun,November 19,,boxscore,L,,,@,Chicago Bears,30.0,,15.0,13.0,230.0,461.0,154.0,320.0,76.0,141.0,9.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,10,Sun,November 19,,boxscore,L,,,@,Chicago Bears,30.0,,15.0,13.0,230.0,461.0,154.0,320.0,76.0,141.0,9.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,10,Sun,November 19,,boxscore,L,,,@,Chicago Bears,30.0,,15.0,13.0,230.0,461.0,154.0,320.0,76.0,141.0,9.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,10,Sun,November 19,,boxscore,L,,,@,Chicago Bears,30.0,,15.0,13.0,230.0,461.0,154.0,320.0,76.0,141.0,9.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,10,Sun,November 19,,boxscore,L,,,@,Chicago Bears,30.0,,15.0,13.0,230.0,461.0,154.0,320.0,76.0,141.0,9.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,10,Sun,November 19,,boxscore,L,,,@,Chicago Bears,30.0,,15.0,13.0,230.0,461.0,154.0,320.0,76.0,141.0,9.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,10,Sun,November 19,,boxscore,L,,,@,Chicago Bears,30.0,,15.0,13.0,230.0,461.0,154.0,320.0,76.0,141.0,9.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
